
Arrangement size profile
3773      ArrangeBySelf: Variable: name_in_scope::NameOccursInScope 539
1542      Arrange: global (scopes::FunctionLevelScope{.scope=(_0: ast::ScopeId), .nearest=(_: ast::ScopeId), .file=(_1: ast::FileId), .id=(_: ast::AnyId)}: scopes::FunctionLevelScope) /*join*/ 821
1498      Arrange: (inputs::InputScope{.parent=(_: ast::ScopeId), .child=(_0: ast::ScopeId), .file=(_1: ast::FileId)}: inputs::InputScope) /*join*/ 416
1498      Arrange: (inputs::InputScope{.parent=(_: ast::ScopeId), .child=_0, .file=_1}: inputs::InputScope) /*join*/ 424
1498      Arrange: (inputs::InputScope{.parent=_0, .child=(_: ast::ScopeId), .file=_1}: inputs::InputScope) /*join*/ 432
1498      Arrange: (inputs::EveryScope{.scope=(_: ast::ScopeId), .file=_0}: inputs::EveryScope) /*join*/ 116
1498      Reduce: scopes::FunctionLevelScope(.scope=parent, .nearest=scope, .file=file, .id=id), inputs::InputScope(.parent=parent, .child=child, .file=file), var __group = (scope, id).group_by((child, file)) 781
1498      Arrange: (inputs::InputScope{.parent=(_0: ast::ScopeId), .child=(_: ast::ScopeId), .file=(_1: ast::FileId)}: inputs::InputScope) /*join*/ 420
1498      Arrange: (inputs::InputScope{.parent=(_: ast::ScopeId), .child=(_: ast::ScopeId), .file=_0}: inputs::InputScope) /*join*/ 428
1092      ArrangeBySelf: Variable: outputs::no_undef::ChainedWith 263
1092      Arrange: local (outputs::no_undef::ChainedWith{.object=(_0: ast::ExprId), .property=(_: ast::ExprId), .file=(_1: ast::FileId)}: outputs::no_undef::ChainedWith) /*join*/ 222
1092      ArrangeByKey: arrange __Prefix_7[(file, config)], outputs::no_undef::ChainedWith(.object=object, .property=interum, .file=file) by (interum, file) 250
1092      Arrange: local (outputs::no_undef::ChainedWith{.object=(_: ast::ExprId), .property=(_: ast::ExprId), .file=(_0: ast::FileId)}: outputs::no_undef::ChainedWith) /*join*/ 218
989      Arrange: global (outputs::no_undef::ChainedWith{.object=(_: ast::ExprId), .property=(_0: ast::ExprId), .file=(_1: ast::FileId)}: outputs::no_undef::ChainedWith) /*antijoin*/ 308
989      ArrangeBySelf: global (outputs::no_undef::ChainedWith{.object=(_: ast::ExprId), .property=(_0: ast::ExprId), .file=(_1: ast::FileId)}: outputs::no_undef::ChainedWith) /*antijoin*/ 289
982      Arrange: (inputs::DotAccess{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .object=(ddlog_std::Some{.x=(_: ast::ExprId)}: ddlog_std::Option<ast::ExprId>), .prop=(_: ddlog_std::Option<ast::Spanned<ast::Name>>)}: inputs::DotAccess) /*join*/ 109
718      ArrangeByKey: arrange __Prefix_4[(file, config)], inputs::NameRef(.expr_id=undefined_expr, .file=file, .value=name) by (undefined_expr, file) 1672
718      ArrangeByKey: arrange __Prefix_7[(file, config)], inputs::NameRef(.expr_id=expr, .file=file, .value=name), inputs::Expression(.id=expr, .file=file, .kind=ast::ExprNameRef{}, .scope=scope, .span=span) by (expr, file) 1578
718      ArrangeByKey: arrange __Prefix_5[(file, config)], inputs::NameRef(.expr_id=expr, .file=file, .value=name) by (expr, file) 1892
718      Arrange: (inputs::NameRef{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .value=(_: internment::Intern<string>)}: inputs::NameRef) /*join*/ 476
718      ArrangeByKey: arrange __Prefix_7[(file, config)], inputs::NameRef(.expr_id=expr, .file=file, .value=name), inputs::Expression(.id=expr, .file=file, .kind=ast::ExprNameRef{}, .scope=scope, .span=span), not outputs::typeof_undef::WithinTypeofExpr(.type_of=_, .expr=expr, .file=file) by (expr, file) 1594
718      Arrange: (inputs::Expression{.id=(_0: ast::ExprId), .file=(_1: ast::FileId), .kind=(ast::ExprNameRef{}: ast::ExprKind), .scope=(_: ast::ScopeId), .span=(_: ast::Span)}: inputs::Expression) /*join*/ 139
718      ArrangeByKey: arrange __Prefix_7[(file, config)], inputs::NameRef(.expr_id=expr, .file=file, .value=name) by (expr, file) 1571
718      ArrangeByKey: arrange __Prefix_7[(file, config)], inputs::NameRef(.expr_id=expr, .file=file, .value=name), inputs::Expression(.id=expr, .file=file, .kind=ast::ExprNameRef{}, .scope=scope, .span=span), not outputs::typeof_undef::WithinTypeofExpr(.type_of=_, .expr=expr, .file=file), not outputs::no_undef::ChainedWith(.object=_, .property=expr, .file=file) by (file, name, scope) 1610
718      ArrangeByKey: arrange __Prefix_5[(file, config)], inputs::NameRef(.expr_id=expr, .file=file, .value=name), inputs::Expression(.id=expr, .file=file, .kind=ast::ExprNameRef{}, .scope=used_scope, .span=used_in) by (file, expr) 1899
718      Arrange: (inputs::NameRef{.expr_id=(_0: ast::ExprId), .file=(_1: ast::FileId), .value=(_: internment::Intern<string>)}: inputs::NameRef) /*join*/ 472
718      ArrangeByKey: arrange __Prefix_4[(file, config)], inputs::NameRef(.expr_id=undefined_expr, .file=file, .value=name), inputs::Expression(.id=undefined_expr, .file=file, .kind=ast::ExprNameRef{}, .scope=scope, .span=span) by (undefined_expr, file) 1679
717      ArrangeByKey: arrange __Prefix_5[(file, config)], inputs::NameRef(.expr_id=expr, .file=file, .value=name), inputs::Expression(.id=expr, .file=file, .kind=ast::ExprNameRef{}, .scope=used_scope, .span=used_in), not inputs::New(.expr_id=_, .file=file, .object=ddlog_std::Some{.x=expr}, .args=_) by (file, name, used_scope) 1915
654      Arrange: (inputs::Statement{.id=(_: ast::StmtId), .file=_1, .kind=(_: ast::StmtKind), .scope=(_: ast::ScopeId), .span=_0}: inputs::Statement) /*join*/ 650
654      Arrange: (inputs::Statement{.id=(_0: ast::StmtId), .file=(_1: ast::FileId), .kind=(_: ast::StmtKind), .scope=(_: ast::ScopeId), .span=(_: ast::Span)}: inputs::Statement) /*join*/ 638
654      Arrange: (inputs::Statement{.id=_0, .file=_1, .kind=(_: ast::StmtKind), .scope=(_: ast::ScopeId), .span=(_: ast::Span)}: inputs::Statement) /*join*/ 646
538      Reduce: Variable: name_in_scope::NameOccursInScope 541
464      ArrangeByKey: arrange __Prefix_8[(file, config)], outputs::no_shadow::ScopeOfDecl(.file=file, .scope=shadowed_scope, .declared=shadowed_id), var_decls::VariableDeclarations(.file=file, .name=name, .scope=shadowed_scope_raw, .declared_in=shadowed_id, .meta=(&var_decls::VariableMeta{.is_function_argument=_, .implicitly_declared=false, .declaration_span=ddlog_std::Some{.x=shadowed_span}})) by (file, shadowed_scope, name) 1367
433      ArrangeByKey: arrange __Prefix_5[(file, config)], inputs::Call(.expr_id=expr, .file=file, .callee=ddlog_std::Some{.x=callee}, .args=_), inputs::Expression(.id=expr, .file=file, .kind=_, .scope=used_scope, .span=used_in) by (callee, file) 1958
433      ArrangeByKey: arrange __Prefix_5[(file, config)], inputs::Call(.expr_id=expr, .file=file, .callee=ddlog_std::Some{.x=callee}, .args=_) by (expr, file) 1951
433      Arrange: (inputs::Call{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .callee=(ddlog_std::Some{.x=(_: ast::ExprId)}: ddlog_std::Option<ast::ExprId>), .args=(_: ddlog_std::Option<ddlog_std::Vec<ast::ExprId>>)}: inputs::Call) /*join*/ 65
288      Reduce: Variable: outputs::no_shadow::DeclarationInDescendent 1328
230      Arrange: ThresholdTotal: (name_in_scope::ScopeOfDeclName{.file=(_0: ast::FileId), .name=(_1: internment::Intern<string>), .scope=(_2: ast::ScopeId), .declared=(_: ast::AnyId)}: name_in_scope::ScopeOfDeclName) /*antijoin*/ 1399
230      Arrange: (var_decls::VariableDeclarations{.file=(_0: ast::FileId), .name=(_1: internment::Intern<string>), .scope=(_: var_decls::DeclarationScope), .declared_in=(_2: ast::AnyId), .meta=(_: ddlog_std::Ref<var_decls::VariableMeta>)}: var_decls::VariableDeclarations) /*join*/ 1233
230      Arrange: (var_decls::VariableDeclarations{.file=(_0: ast::FileId), .name=(_: internment::Intern<string>), .scope=(_: var_decls::DeclarationScope), .declared_in=(_1: ast::AnyId), .meta=(_: ddlog_std::Ref<var_decls::VariableMeta>)}: var_decls::VariableDeclarations) /*join*/ 1237
230      Arrange: (name_in_scope::ScopeOfDeclName{.file=(_0: ast::FileId), .name=(_1: internment::Intern<string>), .scope=(_2: ast::ScopeId), .declared=(_: ast::AnyId)}: name_in_scope::ScopeOfDeclName) /*antijoin*/ 1405
230      ArrangeByKey: arrange var_decls::VariableDeclarations(.file=file, .name=name, .scope=scope, .declared_in=declared, .meta=_) by (variable_scope, name, file) 1438
230      Arrange: (var_decls::VariableDeclarations{.file=(_0: ast::FileId), .name=(_: internment::Intern<string>), .scope=(var_decls::Unhoistable{.scope=(_: ast::ScopeId)}: var_decls::DeclarationScope), .declared_in=(_: ast::AnyId), .meta=(_: ddlog_std::Ref<var_decls::VariableMeta>)}: var_decls::VariableDeclarations) /*join*/ 1249
123      Arrange: (outputs::no_shadow::ScopeOfDecl{.file=(_0: ast::FileId), .scope=(_: ast::ScopeId), .declared=(_1: ast::AnyId)}: outputs::no_shadow::ScopeOfDecl) /*join*/ 1280
123      Arrange: (outputs::no_shadow::ScopeOfDecl{.file=(_0: ast::FileId), .scope=(_: ast::ScopeId), .declared=(_: ast::AnyId)}: outputs::no_shadow::ScopeOfDecl) /*join*/ 1284
123      ArrangeByKey: arrange __Prefix_8[(file, config)], outputs::no_shadow::ScopeOfDecl(.file=file, .scope=shadowed_scope, .declared=shadowed_id) by (file, shadowed_id) 1360
112      Arrange: (var_decls::VariableDeclarations{.file=(_0: ast::FileId), .name=(_: internment::Intern<string>), .scope=(_: var_decls::DeclarationScope), .declared_in=(_1: ast::AnyId), .meta=((&(var_decls::VariableMeta{.is_function_argument=(_: bool), .implicitly_declared=false, .declaration_span=(ddlog_std::Some{.x=(_: ast::Span)}: ddlog_std::Option<ast::Span>)}: var_decls::VariableMeta)): ddlog_std::Ref<var_decls::VariableMeta>)}: var_decls::VariableDeclarations) /*join*/ 1241
112      Arrange: (var_decls::VariableDeclarations{.file=(_0: ast::FileId), .name=(_1: internment::Intern<string>), .scope=(_: var_decls::DeclarationScope), .declared_in=(_2: ast::AnyId), .meta=((&(var_decls::VariableMeta{.is_function_argument=(_: bool), .implicitly_declared=false, .declaration_span=(ddlog_std::Some{.x=(_: ast::Span)}: ddlog_std::Option<ast::Span>)}: var_decls::VariableMeta)): ddlog_std::Ref<var_decls::VariableMeta>)}: var_decls::VariableDeclarations) /*join*/ 1245
96      Arrange: (var_decls::VariableDeclarations{.file=(_0: ast::FileId), .name=(_: internment::Intern<string>), .scope=(_: var_decls::DeclarationScope), .declared_in=(_: ast::AnyId), .meta=((&(var_decls::VariableMeta{.is_function_argument=false, .implicitly_declared=false, .declaration_span=(ddlog_std::Some{.x=(_: ast::Span)}: ddlog_std::Option<ast::Span>)}: var_decls::VariableMeta)): ddlog_std::Ref<var_decls::VariableMeta>)}: var_decls::VariableDeclarations) /*join*/ 1257
92      Reduce: global (outputs::no_undef::ChainedWith{.object=(_: ast::ExprId), .property=(_0: ast::ExprId), .file=(_1: ast::FileId)}: outputs::no_undef::ChainedWith) /*antijoin*/ 291
86      Arrange: (inputs::ImplicitGlobal{.id=(_: ast::GlobalId), .name=(_: internment::Intern<string>), .privileges=(_: ast::GlobalPriv)}: inputs::ImplicitGlobal) /*join*/ 376
77      Arrange: (variable_decl::VariableDecl{.stmt=(_0: ast::StmtId), .file=(_1: ast::FileId), .kind=(_: variable_decl::VariableDeclKind), .pattern=(_: ddlog_std::Option<ast::IPattern>), .value=(ddlog_std::Some{.x=(_: ast::ExprId)}: ddlog_std::Option<ast::ExprId>), .exported=(_: bool)}: variable_decl::VariableDecl) /*join*/ 1882
70      ArrangeByKey: arrange __Prefix_1[(file, config, expr, object, used_scope, used_in)], inputs::NameRef(.expr_id=callee, .file=file, .value=name) by (file, name, used_scope) 1933
66      Arrange: (inputs::ConstDecl{.stmt_id=(_0: ast::StmtId), .file=(_1: ast::FileId), .pattern=(ddlog_std::Some{.x=(_: internment::Intern<ast::Pattern>)}: ddlog_std::Option<ast::IPattern>), .value=(_: ddlog_std::Option<ast::ExprId>), .exported=(_: bool)}: inputs::ConstDecl) /*join*/ 92
32      ArrangeByKey: arrange inputs::Class(.id=class, .file=file, .name=_, .parent=_, .elements=ddlog_std::Some{.x=elements}, .scope=_, .exported=_), var body = FlatMap((vec::filter_map(elements, (function(elem: internment::Intern<ast::ClassElement>):ddlog_std::Option<ast::StmtId>{(ast::body((internment::ival(elem))))})))) by (body, file) 733
32      ArrangeByKey: arrange inputs::Class(.id=class, .file=file, .name=_, .parent=_, .elements=ddlog_std::Some{.x=elements}, .scope=_, .exported=_), var elem = FlatMap(elements) by (body, file) 1209
17      Arrange: (inputs::BracketAccess{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .object=(ddlog_std::Some{.x=(_: ast::ExprId)}: ddlog_std::Option<ast::ExprId>), .prop=(ddlog_std::Some{.x=(_: ast::ExprId)}: ddlog_std::Option<ast::ExprId>)}: inputs::BracketAccess) /*join*/ 51
16      Arrange: (var_decls::VariableDeclarations{.file=(_0: ast::FileId), .name=(_: internment::Intern<string>), .scope=(_: var_decls::DeclarationScope), .declared_in=(_: ast::AnyId), .meta=((&(var_decls::VariableMeta{.is_function_argument=true, .implicitly_declared=false, .declaration_span=(ddlog_std::Some{.x=(_: ast::Span)}: ddlog_std::Option<ast::Span>)}: var_decls::VariableMeta)): ddlog_std::Ref<var_decls::VariableMeta>)}: var_decls::VariableDeclarations) /*join*/ 1261
14      Arrange: (inputs::LetDecl{.stmt_id=(_0: ast::StmtId), .file=(_1: ast::FileId), .pattern=(ddlog_std::Some{.x=(_: internment::Intern<ast::Pattern>)}: ddlog_std::Option<ast::IPattern>), .value=(_: ddlog_std::Option<ast::ExprId>), .exported=(_: bool)}: inputs::LetDecl) /*join*/ 465
12      Arrange: (inputs::Arrow{.expr_id=(_0: ast::ExprId), .file=(_1: ast::FileId), .body=(ddlog_std::Some{.x=((_: ddlog_std::Either<ast::ExprId,ast::StmtId>), (_: ast::ScopeId))}: ddlog_std::Option<(ddlog_std::Either<ast::ExprId,ast::StmtId>, ast::ScopeId)>)}: inputs::Arrow) /*join*/ 20
12      Arrange: (inputs::Arrow{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .body=(ddlog_std::Some{.x=((_: ddlog_std::Either<ast::ExprId,ast::StmtId>), (_: ast::ScopeId))}: ddlog_std::Option<(ddlog_std::Either<ast::ExprId,ast::StmtId>, ast::ScopeId)>)}: inputs::Arrow) /*join*/ 16
11      Arrange: (inputs::Expression{.id=(_0: ast::ExprId), .file=(_1: ast::FileId), .kind=(ast::ExprGrouping{.inner=(ddlog_std::Some{.x=(_: ast::ExprId)}: ddlog_std::Option<ast::ExprId>)}: ast::ExprKind), .scope=(_: ast::ScopeId), .span=(_: ast::Span)}: inputs::Expression) /*join*/ 143
10      ArrangeByKey: arrange __Prefix_5[(file, config)], inputs::Call(.expr_id=expr, .file=file, .callee=ddlog_std::Some{.x=callee}, .args=_), inputs::Expression(.id=expr, .file=file, .kind=_, .scope=used_scope, .span=used_in), inputs::NameRef(.expr_id=callee, .file=file, .value=name) by (file, name, used_scope) 1965
7      Reduce: Variable: outputs::no_undef::ChainedWith 265
6      Arrange: (inputs::ArrowParam{.expr_id=(_0: ast::ExprId), .file=(_1: ast::FileId), .param=(_: internment::Intern<ast::Pattern>)}: inputs::ArrowParam) /*join*/ 27
5      Arrange: (inputs::ImportDecl{.id=(_: ast::ImportId), .file=(_0: ast::FileId), .clause=(_: ast::ImportClause)}: inputs::ImportDecl) /*join*/ 383
1      Arrange: ((_0: ast::FileId), (_: config::Config)) /*join*/ 204
1      Arrange: (inputs::Class{.id=(_0: ast::ClassId), .file=(_1: ast::FileId), .name=(ddlog_std::Some{.x=(ast::Spanned{.data=(_: internment::Intern<string>), .span=(_: ast::Span)}: ast::Spanned<internment::Intern<string>>)}: ddlog_std::Option<ast::Spanned<ast::Name>>), .parent=(_: ddlog_std::Option<ast::ExprId>), .elements=(_: ddlog_std::Option<ddlog_std::Vec<ast::IClassElement>>), .scope=(_: ast::ScopeId), .exported=(_: bool)}: inputs::Class) /*join*/ 72
1      Arrange: ((_0: ast::FileId), (_: config::Config)) /*join*/ 328
1      Arrange: ((_0: ast::FileId), (_: config::Config)) /*join*/ 184
1      Arrange: (inputs::New{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .object=(ddlog_std::Some{.x=(_: ast::ExprId)}: ddlog_std::Option<ast::ExprId>), .args=(_: ddlog_std::Option<ddlog_std::Vec<ast::ExprId>>)}: inputs::New) /*join*/ 576
1      Arrange: (inputs::File{.id=(_: ast::FileId), .kind=(_: ast::FileKind), .top_level_scope=(_: ast::ScopeId), .config=(_: config::Config)}: inputs::File) /*join*/ 170
1      Arrange: ThresholdTotal: (inputs::New{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .object=(ddlog_std::Some{.x=(_1: ast::ExprId)}: ddlog_std::Option<ast::ExprId>), .args=(_: ddlog_std::Option<ddlog_std::Vec<ast::ExprId>>)}: inputs::New) /*antijoin*/ 582
1      Arrange: (inputs::Class{.id=(_: ast::ClassId), .file=(_0: ast::FileId), .name=(ddlog_std::Some{.x=(ast::Spanned{.data=(_1: internment::Intern<string>), .span=(_: ast::Span)}: ast::Spanned<internment::Intern<string>>)}: ddlog_std::Option<ast::Spanned<ast::Name>>), .parent=(_: ddlog_std::Option<ast::ExprId>), .elements=(_: ddlog_std::Option<ddlog_std::Vec<ast::IClassElement>>), .scope=(_: ast::ScopeId), .exported=(_: bool)}: inputs::Class) /*join*/ 76
1      ArrangeByKey: arrange __Prefix_5[(file, config)], inputs::New(.expr_id=expr, .file=file, .object=ddlog_std::Some{.x=object}, .args=_) by (expr, file) 598
1      Arrange: ((_0: ast::FileId), (_: config::Config), (_: ast::ExprId), (_: ast::ExprId), (_: ast::ScopeId), (_: ast::Span), (_1: internment::Intern<string>)) /*join*/ 625
1      Arrange: ((_1: ast::FileId), (_: config::Config), (_: ast::ExprId), (_0: ast::ExprId), (_: ast::ScopeId), (_: ast::Span)) /*join*/ 606
1      Arrange: (inputs::Try{.stmt_id=(_: ast::StmtId), .file=(_1: ast::FileId), .body=(_: ddlog_std::Option<ast::StmtId>), .handler=(ast::TryHandler{.error=(ddlog_std::Some{.x=(_: internment::Intern<ast::Pattern>)}: ddlog_std::Option<ast::IPattern>), .body=(ddlog_std::Some{.x=(_0: ast::StmtId)}: ddlog_std::Option<ast::StmtId>)}: ast::TryHandler), .finalizer=(_: ddlog_std::Option<ast::StmtId>)}: inputs::Try) /*join*/ 937
1      Reduce: Variable: scopes::FunctionLevelScope 799
1      Arrange: ((_0: ast::FileId), (_: config::Config)) /*join*/ 318
1      Arrange: ((_0: ast::FileId), (_: config::Config)) /*join*/ 194
1      Arrange: (inputs::New{.expr_id=(_: ast::ExprId), .file=(_0: ast::FileId), .object=(ddlog_std::Some{.x=(_1: ast::ExprId)}: ddlog_std::Option<ast::ExprId>), .args=(_: ddlog_std::Option<ddlog_std::Vec<ast::ExprId>>)}: inputs::New) /*antijoin*/ 588
1      Arrange: ((_0: ast::FileId), (_: config::Config), (_: ast::ExprId), (_: ast::ExprId), (_: ast::ScopeId), (_: ast::Span)) /*join*/ 610
1      Arrange: (inputs::File{.id=(_0: ast::FileId), .kind=(_: ast::FileKind), .top_level_scope=(_: ast::ScopeId), .config=(_: config::Config)}: inputs::File) /*join*/ 166
1      Arrange: (inputs::File{.id=_0, .kind=(_: ast::FileKind), .top_level_scope=(_: ast::ScopeId), .config=(_: config::Config)}: inputs::File) /*join*/ 174
1      Arrange: ((_0: ast::FileId), (_: config::Config), (_: ast::ExprId), (_: ast::ExprId), (_2: ast::ScopeId), (_: ast::Span), (_1: internment::Intern<string>)) /*join*/ 621
0      Arrange: (outputs::no_unused_labels::LabelUsage{.stmt=(_: ast::StmtId), .file=(_0: ast::FileId), .label_name=_1, .scope=(_2: ast::ScopeId)}: outputs::no_unused_labels::LabelUsage) /*semijoin*/ 852
0      Arrange: (inputs::Break{.stmt_id=(_: ast::StmtId), .file=(_0: ast::FileId), .label=(ddlog_std::Some{.x=(ast::Spanned{.data=(_: internment::Intern<string>), .span=(_: ast::Span)}: ast::Spanned<internment::Intern<string>>)}: ddlog_std::Option<ast::Spanned<ast::Name>>)}: inputs::Break) /*join*/ 58
0      ArrangeByKey: arrange inputs::ClassExpr(.expr_id=expr, .file=file, .elements=ddlog_std::Some{.x=elements}), var body = FlatMap((vec::filter_map(elements, (function(elem: internment::Intern<ast::ClassElement>):ddlog_std::Option<ast::StmtId>{(ast::body((internment::ival(elem))))})))) by (body, file) 745
0      Arrange: global (name_in_scope::NameInScope{.file=(_0: ast::FileId), .name=(_1: internment::Intern<string>), .scope=(_2: ast::ScopeId), .declared=(ast::AnyIdFunc{.func=(_: ast::FuncId)}: ast::AnyId)}: name_in_scope::NameInScope) /*join*/ 1553
0      ArrangeByKey: arrange config::EnableNoUnusedVars(.file=file, .config=config), var_decls::VariableDeclarations(.file=file, .name=name, .scope=scope, .declared_in=declared, .meta=(&var_decls::VariableMeta{.is_function_argument=false, .implicitly_declared=false, .declaration_span=ddlog_std::Some{.x=span}})), (not (regex::regex_set_match((config::ignored_patterns((ddlog_std::deref(config)))), (internment::ival(name))))), (not (ast::is_global(declared))), not is_exported::IsExported(.file=file, .id=declared) by (file, name, (var_decls::hoisted_scope(scope)), declared) 1778
0      Arrange: (inputs::Continue{.stmt_id=(_: ast::StmtId), .file=(_0: ast::FileId), .label=(ddlog_std::Some{.x=(ast::Spanned{.data=(_: internment::Intern<string>), .span=(_: ast::Span)}: ast::Spanned<internment::Intern<string>>)}: ddlog_std::Option<ast::Spanned<ast::Name>>)}: inputs::Continue) /*join*/ 99
0      Arrange: global (name_in_scope::NameInScope{.file=_0, .name=(_: internment::Intern<string>), .scope=_1, .declared=(_: ast::AnyId)}: name_in_scope::NameInScope) /*join*/ 1561
0      ArrangeByKey: arrange outputs::no_unused_labels::__Prefix_6[(file, config)], inputs::Label(.stmt_id=_, .file=file, .name=ddlog_std::Some{.x=ast::Spanned{.data=name, .span=_}}, .body=_, .body_scope=scope) by (file, name, scope) 874
0      ArrangeByKey: arrange config::EnableNoUnusedVars(.file=file, .config=config), var_decls::VariableDeclarations(.file=file, .name=name, .scope=scope, .declared_in=(declared@ ast::AnyIdGlobal{.global=_}), .meta=(&var_decls::VariableMeta{.is_function_argument=false, .implicitly_declared=false, .declaration_span=ddlog_std::Some{.x=span}})), (not (regex::regex_set_match((config::ignored_patterns((ddlog_std::deref(config)))), (internment::ival(name))))) by (file, declared) 1829
0      Arrange: global (scopes::ScopeFamily{.parent=_0, .child=(_: ast::ScopeId), .file=_1}: scopes::ScopeFamily) /*join*/ 2115
0      ArrangeByKey: arrange config::EnableNoUnusedVars(.file=file, .config=config), var_decls::VariableDeclarations(.file=file, .name=name, .scope=scope, .declared_in=(declared@ ast::AnyIdGlobal{.global=_}), .meta=(&var_decls::VariableMeta{.is_function_argument=false, .implicitly_declared=false, .declaration_span=ddlog_std::Some{.x=span}})), (not (regex::regex_set_match((config::ignored_patterns((ddlog_std::deref(config)))), (internment::ival(name))))), not is_exported::IsExported(.file=file, .id=declared) by (file, name, (var_decls::unhoisted_scope(scope)), declared) 1845
0      Arrange: ThresholdTotal: outputs::unused_vars::UnusedVariables.threshold_total 1864
0      ArrangeByKey: arrange inputs::Property(.expr_id=expr, .file=file, .key=_, .val=ddlog_std::Some{.x=val}) by (body, file) 761
0      ArrangeByKey: arrange __Prefix_7[(file, config)], inputs::Assign(.expr_id=expr, .file=file, .lhs=ddlog_std::Some{.x=ddlog_std::Left{.l=pat}}, .rhs=_, .op=_), inputs::Expression(.id=expr, .file=file, .kind=_, .scope=scope, .span=_), var bound_var = FlatMap((ast::bound_vars(pat))) by (file, name, scope) 1641
0      Arrange: (inputs::InlineFuncParam{.expr_id=(_0: ast::ExprId), .file=(_1: ast::FileId), .param=(_: internment::Intern<ast::Pattern>)}: inputs::InlineFuncParam) /*join*/ 409
